iter	Passed	Remaining
416	3625	721
417	3634	712
418	3642	704
419	3651	695
420	3660	686
421	3669	678
422	3676	669
423	3685	660
424	3694	652
425	3703	643
426	3712	634
427	3722	626
428	3731	617
429	3739	608
430	3748	600
431	3755	591
432	3763	582
433	3772	573
434	3780	564
435	3788	556
436	3796	547
437	3805	538
438	3814	530
439	3821	521
440	3830	512
441	3839	503
442	3847	495
443	3855	486
444	3863	477
445	3872	468
446	3879	460
447	3888	451
448	3896	442
449	3905	433
450	3913	425
451	3922	416
452	3931	407
453	3939	399
454	3947	390
455	3956	381
456	3965	373
457	3974	364
458	3983	355
459	3991	347
460	3999	338
461	4009	329
462	4017	321
463	4024	312
464	4034	303
465	4044	295
466	4052	286
467	4062	277
468	4070	269
469	4078	260
470	4086	251
471	4094	242
472	4103	234
473	4111	225
474	4120	216
475	4130	208
476	4138	199
477	4147	190
478	4155	182
479	4163	173
480	4173	164
481	4181	156
482	4189	147
483	4197	138
484	4205	130
485	4213	121
486	4221	112
487	4230	104
488	4238	95
489	4246	86
490	4254	77
491	4261	69
492	4269	60
493	4278	51
494	4288	43
495	4296	34
496	4305	25
497	4313	17
498	4321	8
499	4329	0
