iter	MultiClass
435	0.5619301235
436	0.5618365552
437	0.5617638809
438	0.5616895409
439	0.5616406882
440	0.5615727318
441	0.5615280872
442	0.5614072225
443	0.5613509348
444	0.5612105769
445	0.5610802175
446	0.5609848605
447	0.5609116556
448	0.5608731635
449	0.5608258615
450	0.5607967719
451	0.5607057043
452	0.5606187635
453	0.5605390957
454	0.5604640441
455	0.5604192831
456	0.5603326496
457	0.5602882667
458	0.5602206017
459	0.5601663589
460	0.5600674669
461	0.5599821366
462	0.5599443382
463	0.5598519547
464	0.5597363272
465	0.5596133464
466	0.5595472234
467	0.5594906839
468	0.5594219774
469	0.5593789284
470	0.5593188978
471	0.5592758602
472	0.559164281
473	0.5590142822
474	0.5589486597
475	0.5588820481
476	0.5588027418
477	0.5587082514
478	0.558652165
479	0.5585723292
480	0.5585172314
481	0.5584312184
482	0.5583920193
483	0.5583344224
484	0.5582980211
485	0.5582496333
486	0.558184373
487	0.5580979697
488	0.558019878
489	0.5579190711
490	0.5577779601
491	0.55774507
492	0.5576913883
493	0.5576288123
494	0.5575871801
495	0.5575031834
496	0.5574098648
497	0.5573477078
498	0.5572988593
499	0.557241773
