iter	Passed	Remaining
550	5539	4514
551	5548	4503
552	5558	4493
553	5567	4482
554	5576	4471
555	5586	4460
556	5596	4451
557	5607	4442
558	5616	4431
559	5627	4421
560	5636	4410
561	5645	4400
562	5655	4389
563	5664	4379
564	5673	4368
565	5684	4358
566	5693	4347
567	5703	4338
568	5713	4328
569	5724	4318
570	5733	4307
571	5742	4296
572	5751	4286
573	5761	4275
574	5770	4265
575	5780	4255
576	5789	4244
577	5798	4233
578	5807	4222
579	5816	4211
580	5825	4201
581	5835	4190
582	5844	4180
583	5853	4169
584	5862	4159
585	5871	4148
586	5881	4138
587	5890	4127
588	5900	4117
589	5910	4107
590	5920	4097
591	5929	4086
592	5939	4076
593	5948	4065
594	5959	4056
595	5969	4046
596	5978	4035
597	5989	4026
598	5999	4016
599	6009	4006
600	6019	3996
601	6028	3985
602	6038	3975
603	6048	3965
604	6057	3954
605	6066	3944
606	6075	3933
607	6085	3923
608	6095	3913
609	6104	3902
610	6115	3893
611	6125	3883
612	6135	3873
613	6146	3863
614	6154	3852
615	6164	3842
616	6174	3832
617	6183	3822
618	6192	3811
619	6200	3800
620	6210	3790
621	6218	3779
622	6227	3768
623	6237	3758
624	6245	3747
625	6255	3737
626	6265	3727
627	6275	3717
628	6285	3707
629	6295	3697
630	6304	3686
631	6314	3676
632	6325	3667
633	6334	3657
634	6345	3647
635	6354	3636
636	6363	3626
637	6372	3615
638	6382	3605
639	6392	3595
640	6401	3585
641	6410	3574
642	6419	3564
643	6429	3553
644	6438	3543
645	6447	3533
646	6456	3522
647	6465	3512
648	6473	3501
649	6484	3491
650	6493	3480
651	6502	3470
652	6511	3460
653	6521	3450
654	6531	3440
655	6540	3429
656	6550	3420
657	6559	3409
658	6568	3398
659	6578	3389
660	6588	3378
661	6596	3367
662	6605	3357
663	6616	3348
664	6627	3338
665	6636	3328
666	6646	3318
667	6656	3308
668	6665	3297
669	6675	3287
670	6684	3277
671	6693	3266
672	6703	3257
673	6714	3247
674	6724	3237
675	6733	3227
676	6742	3216
677	6753	3207
678	6762	3196
679	6771	3186
680	6780	3175
681	6788	3165
682	6800	3156
683	6809	3146
684	6820	3136
685	6830	3126
686	6838	3115
687	6848	3105
688	6858	3095
689	6867	3085
690	6876	3074
691	6885	3064
692	6895	3054
693	6904	3044
694	6914	3034
695	6923	3024
696	6932	3013
697	6942	3003
698	6951	2993
699	6960	2983
700	6969	2972
701	6979	2962
702	6988	2952
703	6998	2942
704	7007	2932
705	7017	2922
706	7026	2911
707	7035	2901
708	7045	2891
709	7055	2881
710	7065	2872
711	7092	2869
712	7104	2859
713	7113	2849
714	7123	2839
715	7132	2829
716	7142	2819
717	7151	2808
718	7161	2798
719	7171	2788
720	7179	2778
721	7188	2767
722	7197	2757
723	7208	2747
724	7218	2738
725	7228	2728
726	7238	2718
727	7246	2707
728	7256	2697
729	7266	2687
730	7275	2677
731	7285	2667
732	7295	2657
733	7304	2647
